playerID,yearID,salary,stint,G,G_batting,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP,W,L,GS,CG,SHO,SV,IPouts,ER,HR_right,BAOpp,ERA,WP,BK,BFP,GF,Training_Validation
webbbr01,2010,8500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Training
rolliji01,2015,11000000.0,1,144,0,517,71,116,24,3,13,41,12,8,44,86,0,0,1,1,12,,,,,,,,,,,,,,,,Training
millwke01,2009,12868892.0,1,31,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13,10,31,3,0,0,596,81,26,0.257,3.67,8,0,850,0,Training
fieldpr01,2006,329500.0,1,157,0,569,82,154,35,1,28,81,7,2,59,125,5,12,0,8,17,,,,,,,,,,,,,,,,Training
caseyse01,2008,800000.0,1,69,0,199,14,64,14,0,0,17,1,0,17,25,3,2,0,0,6,,,,,,,,,,,,,,,,Training
oteroda01,2016,520000.0,1,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,1,212,12,2,0.211,1.53,2,0,269,20,Validation
verlaju01,2014,20000000.0,1,32,0,6,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,15,12,32,0,0,0,618,104,18,0.275,4.54,5,1,893,0,Training
martean01,2007,383100.0,1,20,0,57,3,11,4,0,1,8,0,0,2,9,0,1,0,0,0,,,,,,,,,,,,,,,,Training
teixema01,2006,6400000.0,1,162,0,628,99,177,45,1,33,110,2,0,89,128,12,4,0,6,17,,,,,,,,,,,,,,,,Training
kenneia01,2010,403000.0,1,33,0,54,7,11,1,0,0,2,0,0,7,24,0,0,5,1,0,9,10,32,0,0,0,582,82,26,0.228,3.8,16,0,810,0,Training
molinjo01,2014,1750000.0,1,80,0,225,4,40,2,0,0,10,3,0,14,55,0,2,4,2,8,,,,,,,,,,,,,,,,Training
patteco01,2008,3000000.0,1,135,0,366,46,75,17,2,10,34,14,9,16,57,0,1,5,4,3,,,,,,,,,,,,,,,,Training
durbich01,2012,900000.0,1,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,1,183,21,9,0.231,3.1,1,0,257,19,Training
motteja01,2014,7500000.0,1,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,75,13,7,0.293,4.68,1,0,110,10,Training
matthga02,2008,9400000.0,1,127,0,426,53,103,19,3,8,46,8,3,45,95,2,4,0,2,12,,,,,,,,,,,,,,,,Training
olsensc01,2011,450000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Training
longoev01,2012,4500000.0,1,74,0,273,39,79,14,0,17,55,2,3,33,61,6,3,0,3,14,,,,,,,,,,,,,,,,Training
durbich01,2007,385000.0,1,36,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,8,7,19,0,0,1,383,67,21,0.268,4.72,2,0,561,7,Training
wilsocj01,2008,417460.0,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,24,139,31,8,0.268,6.02,3,0,214,41,Training
riosal01,2008,4835000.0,1,155,0,635,91,185,47,8,15,79,32,8,44,112,2,2,0,5,20,,,,,,,,,,,,,,,,Training
tomkobr01,2008,3000000.0,3,22,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,7,10,0,0,0,210,49,11,0.41100000000000003,8.9,4,0,307,3,Training
bastaan01,2011,419000.0,1,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,8,174,17,6,0.144,2.64,4,0,225,15,Training
cordech01,2008,6200000.0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,0.316,2.08,1,0,22,2,Training
danksjo01,2012,2000000.0,1,9,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,9,0,0,0,161,34,7,0.273,5.7,5,0,238,0,Training
stubbdr01,2015,5825000.0,3,78,0,123,20,24,4,2,5,10,5,1,14,60,1,1,2,0,1,,,,,,,,,,,,,,,,Training
stubbdr01,2015,5825000.0,3,78,0,123,20,24,4,2,5,10,5,1,14,60,1,1,2,0,1,,,,,,,,,,,,,,,,Training
dejesda01,2015,5000000.0,3,112,0,288,27,67,9,2,5,30,3,2,21,52,1,6,0,2,5,,,,,,,,,,,,,,,,Training
dejesda01,2015,5000000.0,3,112,0,288,27,67,9,2,5,30,3,2,21,52,1,6,0,2,5,,,,,,,,,,,,,,,,Training
lopezfe01,2010,1000000.0,3,113,0,391,52,91,18,1,8,37,8,2,44,81,1,1,3,2,7,0,0,0,0,0,0,3,0,0,0.333,0.0,0,0,4,0,Training
hallto02,2007,1750000.0,1,38,0,116,8,24,4,0,0,3,0,0,3,12,0,0,0,1,2,,,,,,,,,,,,,,,,Training
thomabr01,2011,800000.0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,33,11,1,0.386,9.0,0,0,56,5,Training
churcry01,2009,2800000.0,3,111,0,359,46,98,28,0,4,40,6,2,33,58,6,3,2,2,11,,,,,,,,,,,,,,,,Training
gorzeto01,2015,1000000.0,1,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,118,26,4,0.292,5.95,1,0,181,14,Training
jacksco01,2008,419500.0,1,144,0,540,87,162,31,6,12,75,10,2,59,61,3,9,1,3,14,,,,,,,,,,,,,,,,Training
jimence01,2015,575000.0,3,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,8,2,0.319,3.66,0,0,91,4,Training
jimence01,2015,575000.0,3,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,8,2,0.319,3.66,0,0,91,4,Training
lowede01,2007,9500000.0,1,33,0,59,2,7,0,0,0,1,0,0,5,17,0,0,6,1,1,12,14,32,3,0,0,598,86,20,0.254,3.88,3,1,831,0,Training
chacigu01,2007,395300.0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,5,0,0,0,82,17,6,0.266,5.6,0,0,118,0,Training
cottsne01,2009,1100000.0,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,33,9,3,0.311,7.36,0,0,55,3,Training
romerjc01,2009,4250000.0,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,5,2,0.224,2.7,0,0,73,5,Training
beckhgo01,2011,485000.0,1,150,0,499,60,115,23,0,10,44,5,3,35,111,0,13,7,3,6,,,,,,,,,,,,,,,,Training
roberbr01,2012,10000000.0,1,17,0,66,2,12,0,0,0,5,1,1,5,12,0,0,1,2,0,,,,,,,,,,,,,,,,Training
jeterde01,2012,15729364.0,1,159,0,683,99,216,32,0,15,58,9,4,45,90,1,5,6,1,24,,,,,,,,,,,,,,,,Training
lowrije01,2015,8000000.0,1,69,0,230,35,51,14,0,9,30,1,0,28,43,5,3,0,2,3,,,,,,,,,,,,,,,,Training
lowrije01,2015,8000000.0,1,69,0,230,35,51,14,0,9,30,1,0,28,43,5,3,0,2,3,,,,,,,,,,,,,,,,Training
cappsca01,2016,987500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Validation
deazaal01,2013,2075000.0,1,153,0,607,84,160,27,4,17,62,20,8,50,147,1,6,6,6,8,,,,,,,,,,,,,,,,Training
churcry01,2007,395000.0,1,144,0,470,57,128,43,1,15,70,3,2,49,107,4,8,0,3,12,,,,,,,,,,,,,,,,Training
embreal01,2008,3107126.0,1,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,185,34,8,0.253,4.96,2,0,270,11,Training
morelmi01,2016,5700000.0,1,147,0,460,49,107,21,0,22,60,1,0,35,118,5,8,0,0,8,,,,,,,,,,,,,,,,Validation
pearcst01,2014,700000.0,1,102,0,338,51,99,26,0,21,49,5,0,40,76,1,4,0,1,4,,,,,,,,,,,,,,,,Training
pearcst01,2014,700000.0,1,102,0,338,51,99,26,0,21,49,5,0,40,76,1,4,0,1,4,,,,,,,,,,,,,,,,Training
gorzeto01,2011,2100000.0,1,30,0,28,2,3,0,0,0,1,0,0,2,13,0,0,3,0,0,4,6,15,0,0,0,315,47,15,0.258,4.03,5,1,447,1,Training
boggsmi01,2013,1475000.0,3,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,70,21,5,0.5650000000000001,14.170000000000002,1,0,120,14,Training
boggsmi01,2013,1475000.0,3,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,70,21,5,0.5650000000000001,14.170000000000002,1,0,120,14,Training
gomezch02,2006,850000.0,1,55,0,132,14,45,7,0,2,17,1,2,7,11,1,3,0,0,7,,,,,,,,,,,,,,,,Training
renteed01,2006,9000000.0,1,149,0,598,100,175,40,2,14,70,17,6,62,89,0,3,8,2,17,,,,,,,,,,,,,,,,Training
livinbo01,2008,392500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Training
sprinru01,2006,750000.0,1,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,179,23,10,0.211,3.47,2,0,240,17,Training
butlebi03,2008,399000.0,1,124,0,443,44,122,22,0,11,55,0,1,33,57,0,0,0,2,23,,,,,,,,,,,,,,,,Training
morsemi01,2013,7000000.0,3,88,0,312,34,67,13,0,13,27,0,0,21,87,1,3,0,1,12,,,,,,,,,,,,,,,,Training
morsemi01,2013,7000000.0,3,88,0,312,34,67,13,0,13,27,0,0,21,87,1,3,0,1,12,,,,,,,,,,,,,,,,Training
morsemi01,2013,7000000.0,3,88,0,312,34,67,13,0,13,27,0,0,21,87,1,3,0,1,12,,,,,,,,,,,,,,,,Training
herrejo03,2014,1300000.0,1,42,0,90,10,21,1,2,0,9,1,3,7,24,0,3,3,1,3,,,,,,,,,,,,,,,,Training
herrejo03,2014,1300000.0,1,42,0,90,10,21,1,2,0,9,1,3,7,24,0,3,3,1,3,,,,,,,,,,,,,,,,Training
herrejo03,2014,1300000.0,1,42,0,90,10,21,1,2,0,9,1,3,7,24,0,3,3,1,3,,,,,,,,,,,,,,,,Training
herrejo03,2014,1300000.0,1,42,0,90,10,21,1,2,0,9,1,3,7,24,0,3,3,1,3,,,,,,,,,,,,,,,,Training
braunry02,2015,13000000.0,1,140,0,506,87,144,27,3,25,84,24,4,54,115,4,4,0,3,20,,,,,,,,,,,,,,,,Training
kelake01,2016,518000.0,1,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,102,23,6,0.236,6.09,2,1,150,2,Validation
aguilch01,2006,327000.0,1,47,0,95,5,22,8,1,0,7,2,1,9,26,1,0,0,0,2,,,,,,,,,,,,,,,,Training
owensje01,2008,397500.0,1,12,0,16,1,4,0,0,0,1,2,1,0,4,0,0,1,0,0,,,,,,,,,,,,,,,,Training
riosal01,2012,12500000.0,1,157,0,605,93,184,37,8,25,91,23,6,26,92,3,4,0,5,18,,,,,,,,,,,,,,,,Training
whiteel03,2010,405000.0,1,56,0,126,19,30,6,1,4,10,1,2,8,35,0,3,3,0,4,,,,,,,,,,,,,,,,Training
figueco01,2016,550000.0,1,23,0,26,0,4,0,0,0,3,1,0,1,2,0,0,0,0,0,,,,,,,,,,,,,,,,Validation
figueco01,2016,550000.0,1,23,0,26,0,4,0,0,0,3,1,0,1,2,0,0,0,0,0,,,,,,,,,,,,,,,,Validation
figueco01,2016,550000.0,1,23,0,26,0,4,0,0,0,3,1,0,1,2,0,0,0,0,0,,,,,,,,,,,,,,,,Validation
matthga02,2007,6400000.0,1,140,0,516,79,130,26,3,18,72,18,4,55,102,6,2,0,6,12,,,,,,,,,,,,,,,,Training
moehlbr01,2010,3000000.0,1,20,0,10,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,1,4,8,0,0,0,170,31,5,0.299,4.92,0,1,249,5,Training
wainwad01,2009,2787500.0,1,40,0,89,7,16,5,1,2,4,0,0,1,26,0,0,6,0,0,19,8,34,1,0,0,699,68,17,0.244,2.63,7,0,970,0,Training
hugheph01,2011,2700000.0,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,14,1,1,0,224,48,9,0.283,5.79,3,0,334,1,Training
kendaja01,2007,12858194.0,3,137,0,466,45,113,20,1,3,41,3,4,31,42,2,9,5,3,8,,,,,,,,,,,,,,,,Training
tagucso01,2008,900000.0,1,88,0,91,18,20,5,1,0,9,3,0,8,14,0,0,4,0,2,,,,,,,,,,,,,,,,Training
backebr01,2009,1550000.0,1,5,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,39,15,5,0.362,10.38,2,0,65,3,Training
quinthu01,2012,1000000.0,1,43,0,138,7,32,12,0,1,19,0,1,4,28,0,1,0,1,1,,,,,,,,,,,,,,,,Training
defraju01,2012,480000.0,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,4,0,0.179,3.38,1,0,44,2,Training
semiema01,2015,510000.0,1,155,0,556,65,143,23,7,15,45,11,5,42,132,1,1,1,1,16,,,,,,,,,,,,,,,,Training
roberda08,2012,1600000.0,1,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,0,0,2,182,18,5,0.229,2.67,1,1,248,17,Training
vizcalu01,2007,3000000.0,1,77,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,8,2,0,0,0,0,226,36,6,0.235,4.3,1,0,334,13,Training
willije02,2012,820000.0,1,32,0,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,8,15,1,1,1,413,70,17,0.263,4.58,1,0,572,7,Training
fuentbr01,2011,5000000.0,1,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,0,0,12,175,24,6,0.237,3.7,2,0,250,29,Training
crowetr01,2009,400000.0,1,68,0,183,22,43,9,3,1,17,6,0,11,39,0,1,4,3,7,,,,,,,,,,,,,,,,Training
graveke01,2016,512500.0,1,31,0,4,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,10,11,31,2,1,0,558,85,22,0.271,4.11,2,0,786,0,Validation
bardda01,2010,415500.0,1,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,3,224,16,6,0.176,1.93,2,0,295,12,Training
lackejo01,2014,15250000.0,3,31,0,15,1,2,0,0,0,0,0,0,0,5,0,0,4,0,0,14,10,31,1,0,0,594,84,24,0.542,7.9,4,2,833,0,Training
lackejo01,2014,15250000.0,3,31,0,15,1,2,0,0,0,0,0,0,0,5,0,0,4,0,0,14,10,31,1,0,0,594,84,24,0.542,7.9,4,2,833,0,Training
cookry01,2016,1100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Validation
guillca01,2010,13000000.0,1,68,0,253,26,69,17,1,6,34,1,2,21,41,2,0,0,1,10,,,,,,,,,,,,,,,,Training
colliti01,2013,534500.0,1,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,160,21,3,0.244,3.54,0,0,233,8,Training
pedrodu01,2008,457000.0,1,157,0,653,118,213,54,2,17,83,20,1,50,52,1,7,7,9,17,,,,,,,,,,,,,,,,Training
michaja01,2010,800000.0,1,106,0,186,23,47,14,1,8,26,0,0,12,29,1,4,0,1,3,,,,,,,,,,,,,,,,Training
santajo01,2010,20144707.0,1,29,0,62,2,11,3,0,1,1,0,0,0,22,0,0,5,0,0,11,9,29,4,2,0,597,66,16,0.24,2.98,2,2,817,0,Training
iannech01,2011,2550000.0,1,112,0,345,51,82,17,1,14,55,6,3,70,89,5,5,2,4,10,,,,,,,,,,,,,,,,Training
wietema01,2011,452250.0,1,139,0,500,72,131,28,0,22,68,1,0,48,84,3,2,0,1,16,,,,,,,,,,,,,,,,Training
silvaca01,2006,3200000.0,1,36,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,15,31,0,0,0,541,119,38,0.324,5.94,1,0,811,2,Training
burnese01,2012,2350000.0,1,70,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,2,170,15,4,0.262,2.38,2,0,239,16,Training
nicasju01,2016,3000000.0,1,52,0,19,1,3,0,0,0,1,0,0,0,7,0,0,1,0,0,10,7,12,0,0,0,354,59,15,0.261,4.5,3,0,513,9,Validation
wuertmi01,2011,2800000.0,1,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,25,5,0.28,6.68,0,0,162,7,Training
garcija02,2014,7750000.0,1,8,0,12,2,3,0,0,0,0,0,0,0,2,0,1,3,0,0,3,1,7,0,0,0,131,20,6,0.234,4.12,1,0,177,0,Training
santaca01,2015,6000000.0,1,154,0,550,72,127,29,2,19,85,11,3,108,122,8,3,0,5,20,,,,,,,,,,,,,,,,Training
penara01,2010,1200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Training
desclan01,2016,540000.0,1,20,0,41,0,5,1,0,0,1,0,0,1,22,0,0,1,0,1,9,5,20,1,1,0,370,45,16,0.259,3.28,6,1,507,0,Validation
canoro01,2008,3000000.0,1,159,0,597,70,162,35,3,14,72,2,4,26,65,3,5,1,5,18,,,,,,,,,,,,,,,,Training
jonesga02,2013,4500000.0,1,144,0,403,41,94,26,2,15,51,2,0,31,101,0,2,0,4,10,,,,,,,,,,,,,,,,Training
jonesga02,2013,4500000.0,1,144,0,403,41,94,26,2,15,51,2,0,31,101,0,2,0,4,10,,,,,,,,,,,,,,,,Training
brousbe01,2008,3850000.0,1,26,0,82,8,13,0,0,3,8,0,0,5,20,1,2,0,0,2,,,,,,,,,,,,,,,,Training
leagubr01,2014,7500000.0,1,63,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,3,0,0,0,0,189,18,0,0.278,2.57,4,0,273,12,Training
guzmaje01,2014,1300000.0,1,69,0,165,10,31,4,0,2,9,3,0,19,52,0,0,0,0,4,,,,,,,,,,,,,,,,Training
guzmaje01,2014,1300000.0,1,69,0,165,10,31,4,0,2,9,3,0,19,52,0,0,0,0,4,,,,,,,,,,,,,,,,Training
guzmaje01,2014,1300000.0,1,69,0,165,10,31,4,0,2,9,3,0,19,52,0,0,0,0,4,,,,,,,,,,,,,,,,Training
bococbr01,2011,414000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Training
murphdo01,2008,400000.0,1,46,0,103,10,19,3,0,3,13,2,1,11,38,0,2,0,1,1,,,,,,,,,,,,,,,,Training
feldmsc01,2009,434680.0,1,34,0,5,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,17,8,31,0,0,0,569,86,18,0.25,4.08,5,2,791,0,Training
huffau01,2008,8000000.0,1,154,0,598,96,182,48,2,32,108,4,0,53,89,7,3,0,7,9,,,,,,,,,,,,,,,,Training
martivi01,2008,4450000.0,1,73,0,266,30,74,17,0,2,35,0,0,24,32,4,1,0,3,12,,,,,,,,,,,,,,,,Training
wrighda03,2014,20000000.0,1,134,0,535,54,144,30,1,8,63,8,5,42,113,5,4,0,5,22,,,,,,,,,,,,,,,,Training
valenjo03,2006,912500.0,1,137,0,384,56,104,24,3,18,62,6,2,37,71,5,0,5,6,5,,,,,,,,,,,,,,,,Training
ohlenro01,2011,2025000.0,1,9,0,14,2,3,0,0,1,4,0,0,0,7,0,0,1,0,0,1,3,9,0,0,0,116,35,9,0.364,8.15,2,0,194,0,Training
bournmi01,2010,2400000.0,1,141,0,535,84,142,25,6,2,38,52,12,59,109,5,3,6,2,6,,,,,,,,,,,,,,,,Training
gonzagi01,2010,405000.0,1,33,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,15,9,33,1,0,0,602,72,15,0.229,3.23,4,1,851,0,Training
kensilo01,2008,390000.0,1,48,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,166,26,7,0.234,4.23,7,0,254,7,Training
woodtr01,2011,422500.0,1,26,0,30,2,2,0,0,1,3,0,0,0,14,0,0,5,0,0,6,6,18,0,0,0,318,57,10,0.293,4.84,2,0,463,2,Training
pedrodu01,2015,12500000.0,1,93,0,381,46,111,19,1,12,42,2,2,38,51,1,2,1,3,6,,,,,,,,,,,,,,,,Training
tejadru01,2010,400000.0,1,78,0,216,28,46,12,0,1,15,2,2,22,38,3,8,6,3,2,,,,,,,,,,,,,,,,Training
millake01,2007,2750000.0,1,140,0,476,63,121,26,1,17,63,1,1,76,94,2,8,0,2,8,,,,,,,,,,,,,,,,Training
sanchdu01,2009,1687500.0,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,33,11,3,0.383,9.0,1,0,57,1,Training
soriaal01,2007,10000000.0,1,135,0,579,97,173,42,5,33,70,19,6,31,130,4,4,0,3,9,,,,,,,,,,,,,,,,Training
detwiro01,2016,1000000.0,3,16,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,4,7,0,0,0,146,33,5,0.494,11.93,3,0,220,0,Validation
detwiro01,2016,1000000.0,3,16,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,4,7,0,0,0,146,33,5,0.494,11.93,3,0,220,0,Validation
grandcu01,2016,16000000.0,1,150,0,545,88,129,24,5,30,59,4,2,74,130,7,9,0,5,10,,,,,,,,,,,,,,,,Validation
ueharko01,2013,4250000.0,1,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,21,223,9,5,0.13,1.09,1,0,265,40,Training
wrighda03,2009,7750000.0,1,144,0,535,88,164,39,3,10,72,27,9,74,140,8,3,0,6,16,,,,,,,,,,,,,,,,Training
hoffpja01,2011,414800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Training
uptonbj01,2014,13450000.0,1,141,0,519,67,108,19,5,12,35,20,7,57,173,5,1,3,2,6,,,,,,,,,,,,,,,,Training
billich01,2012,9000000.0,1,25,0,42,1,8,1,0,0,2,0,0,0,18,0,0,5,1,0,10,9,25,0,0,0,449,59,11,0.257,3.55,5,0,634,0,Training
wadeco01,2010,404500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Training
happja01,2010,470000.0,3,16,0,26,0,0,0,0,0,0,0,0,1,9,0,0,3,0,0,6,4,16,1,1,0,262,33,8,0.462,5.51,4,0,374,0,Training
romerri01,2013,7500000.0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,22,9,2,0.355,11.05,1,0,40,1,Training
casteni01,2015,525000.0,1,154,0,549,42,140,33,6,15,73,0,3,39,152,1,1,0,6,21,,,,,,,,,,,,,,,,Training
arrieja01,2015,3630000.0,1,33,0,79,5,12,1,1,2,2,0,0,1,45,0,0,3,0,1,22,6,33,4,3,0,687,45,10,0.185,1.77,6,0,870,0,Training
hosmeer01,2012,502500.0,1,152,0,535,65,124,22,2,14,60,16,1,56,95,4,2,0,5,10,,,,,,,,,,,,,,,,Training
volqued01,2010,445000.0,1,12,0,17,1,2,0,0,0,0,0,0,1,7,0,0,3,0,0,4,3,12,0,0,0,188,30,6,0.253,4.31,5,0,275,0,Training
lohseky01,2007,4200000.0,3,35,0,49,1,8,0,0,0,2,0,0,2,12,0,1,12,1,0,9,12,32,2,1,0,578,99,22,0.556,9.3,3,0,829,0,Training
petityu01,2014,845000.0,1,39,0,25,2,1,0,0,0,0,0,0,1,13,0,0,1,0,0,5,5,12,1,0,0,351,48,12,0.223,3.69,0,0,461,14,Training
encared01,2007,407500.0,1,139,0,502,66,145,25,1,16,76,8,1,39,86,4,14,0,1,5,,,,,,,,,,,,,,,,Training
descada01,2015,1500000.0,1,101,0,185,22,38,3,2,5,22,1,2,20,45,6,0,4,0,3,,,,,,,,,,,,,,,,Training
descada01,2015,1500000.0,1,101,0,185,22,38,3,2,5,22,1,2,20,45,6,0,4,0,3,,,,,,,,,,,,,,,,Training
descada01,2015,1500000.0,1,101,0,185,22,38,3,2,5,22,1,2,20,45,6,0,4,0,3,,,,,,,,,,,,,,,,Training
descada01,2015,1500000.0,1,101,0,185,22,38,3,2,5,22,1,2,20,45,6,0,4,0,3,,,,,,,,,,,,,,,,Training
descada01,2015,1500000.0,1,101,0,185,22,38,3,2,5,22,1,2,20,45,6,0,4,0,3,,,,,,,,,,,,,,,,Training
gaudich01,2013,750000.0,1,30,0,25,0,1,0,0,0,1,0,0,2,14,0,0,2,0,0,5,2,12,0,0,0,291,33,6,0.227,3.06,5,1,406,4,Training
jenksbo01,2006,340000.0,1,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,41,209,31,5,0.253,4.0,3,0,300,58,Training
foltymi01,2015,508750.0,1,18,0,28,0,2,1,0,0,3,0,0,0,19,0,0,1,1,1,4,6,15,0,0,0,260,55,17,0.313,5.71,3,1,399,1,Training
tracych01,2009,5000000.0,1,98,0,257,29,61,15,0,8,39,1,0,26,38,7,1,0,4,3,,,,,,,,,,,,,,,,Training
riverju01,2012,4000000.0,1,109,0,312,30,76,14,0,9,47,1,3,18,35,1,3,0,6,15,,,,,,,,,,,,,,,,Training
harrijo05,2016,5250000.0,1,131,0,487,57,138,25,7,4,59,19,4,18,76,0,5,4,8,10,,,,,,,,,,,,,,,,Validation
harrijo05,2016,5250000.0,1,131,0,487,57,138,25,7,4,59,19,4,18,76,0,5,4,8,10,,,,,,,,,,,,,,,,Validation
brantmi02,2014,1500000.0,1,156,0,611,94,200,45,2,20,97,23,1,52,56,4,8,0,5,16,,,,,,,,,,,,,,,,Training
romose01,2013,3500000.0,1,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,0,0,38,181,17,5,0.226,2.54,1,0,250,52,Training
lamboan01,2015,515500.0,1,20,0,25,1,1,1,0,0,0,0,0,2,8,0,0,0,0,0,,,,,,,,,,,,,,,,Training
carmofa01,2008,457800.0,1,22,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,7,22,1,1,0,362,73,7,0.271,5.44,8,1,549,0,Training
cabreor01,2009,4000000.0,3,160,0,656,83,186,36,3,9,77,13,4,36,71,1,0,6,10,22,,,,,,,,,,,,,,,,Training
meyerda02,2010,415000.0,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,28,10,1,0.366,9.64,0,0,55,3,Training
freemfr01,2013,560000.0,1,147,0,551,89,176,27,2,23,109,1,0,66,121,10,7,0,5,10,,,,,,,,,,,,,,,,Training
ramosaj01,2013,490000.0,1,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,240,28,4,0.201,3.15,1,0,338,18,Training
skaggty01,2014,502250.0,1,18,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5,5,18,0,0,0,339,54,9,0.253,4.3,7,0,464,0,Training
jeterde01,2014,12000000.0,1,145,0,581,47,149,19,1,4,50,10,2,35,87,0,6,8,4,15,,,,,,,,,,,,,,,,Training
mossbr01,2014,4100000.0,1,147,0,500,70,117,23,2,25,81,1,0,67,153,7,10,0,3,6,,,,,,,,,,,,,,,,Training
mossbr01,2014,4100000.0,1,147,0,500,70,117,23,2,25,81,1,0,67,153,7,10,0,3,6,,,,,,,,,,,,,,,,Training
gomesjo01,2013,5000000.0,1,116,0,312,49,77,17,0,13,52,1,0,43,89,3,6,0,5,6,,,,,,,,,,,,,,,,Training
